record_no,reason_claimed,archived_file,archived_path_now,archived_size,archived_sha256,claimed_canonical_file,canonical_path_resolved,canonical_size,canonical_sha256,size_delta,hash_match,content_test,disposition,risk_note,duplicate_copies_in_project
184,duplicate_format,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.txt,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
185,duplicate_format,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
186,duplicate_format,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.txt,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
187,duplicate_format,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.md,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
188,duplicate_format,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
189,duplicate_format,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.md,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
190,duplicate_format,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
191,duplicate_format,L2_GUMAS_ENGINE__CLEAN_PACKAGE__v1.0.1.zip,,,,L2_GUMAS_ENGINE__CLEAN_PACKAGE__v1.0.1.zip,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__CLEAN_PACKAGE__v1.0.1.zip,32234,e00a949b65a48d39aa4584a73a704a3209f7e7a13687387de9b3d6021c3a2dd0,,NO,,UNVERIFIED (archived file not locatable),,0
192,duplicate_format,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
193,duplicate_format,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.txt,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
194,duplicate_format,LOG__AUDIT_TRAIL__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__AUDIT_TRAIL__v1.0.txt,603,0390e7fbed1f0800d524189ee16a626440cf155932dfd27c52a20a3402c81c33,LOG__AUDIT_TRAIL__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__AUDIT_TRAIL__v1.0.md,603,0390e7fbed1f0800d524189ee16a626440cf155932dfd27c52a20a3402c81c33,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
195,duplicate_format,LOG__CONFLICT_MATRIX__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__CONFLICT_MATRIX__v1.1.md,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,LOG__CONFLICT_MATRIX__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__CONFLICT_MATRIX__v1.1.txt,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
196,duplicate_format,LOG__CONFLICT_MATRIX__v1.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__CONFLICT_MATRIX__v1.1.txt,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,LOG__CONFLICT_MATRIX__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__CONFLICT_MATRIX__v1.1.txt,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
197,duplicate_format,LOG__DRIFT_LOG__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__DRIFT_LOG__v1.1.md,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,LOG__DRIFT_LOG__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__DRIFT_LOG__v1.1.txt,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
198,duplicate_format,LOG__DRIFT_LOG__v1.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__DRIFT_LOG__v1.1.txt,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,LOG__DRIFT_LOG__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__DRIFT_LOG__v1.1.txt,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
199,duplicate_format,LOG__L1_RUN_LOG__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L1_RUN_LOG__v1.0.md,450,3be0c1d6e9d60a745a6c8620d8cd2ebb0c513cfef43e7814d90711851b59b61d,LOG__L1_RUN_LOG__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L1_RUN_LOG__v1.0.txt,450,3be0c1d6e9d60a745a6c8620d8cd2ebb0c513cfef43e7814d90711851b59b61d,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,2
200,duplicate_format,LOG__L2_RUN_LOG__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L2_RUN_LOG__v1.0.md,502,8ca8fc159c61d64aebac34d41955e2dac250d1d6344ae769a8d0ee221c3afc91,LOG__L2_RUN_LOG__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L2_RUN_LOG__v1.0.txt,502,8ca8fc159c61d64aebac34d41955e2dac250d1d6344ae769a8d0ee221c3afc91,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,2
201,duplicate_format,LOG__PROMOTION_QUEUE__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__PROMOTION_QUEUE__v1.1.md,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,LOG__PROMOTION_QUEUE__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__PROMOTION_QUEUE__v1.1.txt,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
202,duplicate_format,LOG__PROMOTION_QUEUE__v1.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__PROMOTION_QUEUE__v1.1.txt,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,LOG__PROMOTION_QUEUE__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__PROMOTION_QUEUE__v1.1.txt,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
203,duplicate_format,ORION__BOOT_CARD__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__BOOT_CARD__v1.0.md,717,b9386a49b862895fe30fbc030e7e2b750e1b5fd4f3d4b4053d87ee4cec1b6602,ORION__BOOT_CARD__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__BOOT_CARD__v1.0.txt,717,b9386a49b862895fe30fbc030e7e2b750e1b5fd4f3d4b4053d87ee4cec1b6602,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
204,duplicate_format,ORION__ENTITY_REGISTRY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__ENTITY_REGISTRY__v1.0.md,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,ORION__ENTITY_REGISTRY__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__ENTITY_REGISTRY__v1.0.txt,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
205,duplicate_format,ORION__ENTITY_REGISTRY__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__ENTITY_REGISTRY__v1.0.txt,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,ORION__ENTITY_REGISTRY__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__ENTITY_REGISTRY__v1.0.txt,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
206,duplicate_format,ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.md,754,6ef03a15f8131b22cdc9cc5390495aa933fe80d20375c8faa667f87b88913021,ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.txt,754,6ef03a15f8131b22cdc9cc5390495aa933fe80d20375c8faa667f87b88913021,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
207,duplicate_format,ORION__L2_GUMAS_STATE_SCHEMA__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L2_GUMAS_STATE_SCHEMA__v1.0.md,953,12b06e97e516b5cccc29adf0054c80ae02272e1ee802fb8a7f0855347bce217f,ORION__L2_GUMAS_STATE_SCHEMA__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L2_GUMAS_STATE_SCHEMA__v1.0.txt,953,12b06e97e516b5cccc29adf0054c80ae02272e1ee802fb8a7f0855347bce217f,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
208,duplicate_format,ORION__MIRROR_FILE_POLICY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__MIRROR_FILE_POLICY__v1.0.md,607,e40df386752366304d09384a0e366c0eea0f73e1a8c01c3e7ec0b09e7c922cac,ORION__MIRROR_FILE_POLICY__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__MIRROR_FILE_POLICY__v1.0.txt,607,e40df386752366304d09384a0e366c0eea0f73e1a8c01c3e7ec0b09e7c922cac,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
209,duplicate_format,README__ORION_INTEGRATED_DOCS__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/README__ORION_INTEGRATED_DOCS__v1.1.md,1258,05358ae5b71a55ed635ad07659aa222aff1348bb63084d076abf2734ffff7916,README__ORION_INTEGRATED_DOCS__v1.1.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/README__ORION_INTEGRATED_DOCS__v1.1.md,1258,05358ae5b71a55ed635ad07659aa222aff1348bb63084d076abf2734ffff7916,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,3
210,duplicate_format,README__ORION_INTEGRATED_DOCS__v1.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/README__ORION_INTEGRATED_DOCS__v1.1.txt,1258,05358ae5b71a55ed635ad07659aa222aff1348bb63084d076abf2734ffff7916,README__ORION_INTEGRATED_DOCS__v1.1.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/README__ORION_INTEGRATED_DOCS__v1.1.md,1258,05358ae5b71a55ed635ad07659aa222aff1348bb63084d076abf2734ffff7916,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,3
211,duplicate_format,README__ORION_SPACE_FULL_FILESET__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/README__ORION_SPACE_FULL_FILESET__v1.0.md,989,2e2409139e2f14febbe6e29e664f96de9fc00fae06db91975e5f683c9105b1ab,README__ORION_SPACE_FULL_FILESET__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/README__ORION_SPACE_FULL_FILESET__v1.0.txt,989,2e2409139e2f14febbe6e29e664f96de9fc00fae06db91975e5f683c9105b1ab,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
212,duplicate_format,RUN_OUTPUT__L1_STATE_SNAPSHOT__v0.1__2026-02-07.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/RUN_OUTPUT__L1_STATE_SNAPSHOT__v0.1__2026-02-07.md,676,21dcbe3c80ee4101af125f7a2f5ce9ce8085f1cdac4cab1f10bf1105ff02cb68,RUN_OUTPUT__L1_STATE_SNAPSHOT__v0.1__2026-02-07.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/RUN_OUTPUT__L1_STATE_SNAPSHOT__v0.1__2026-02-07.txt,676,21dcbe3c80ee4101af125f7a2f5ce9ce8085f1cdac4cab1f10bf1105ff02cb68,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
213,duplicate_format,TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,702,7a380e4be02d5dafb8310bdf71d04d16f76db318c64ba1421bbe3a4e8607e5da,TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,702,7a380e4be02d5dafb8310bdf71d04d16f76db318c64ba1421bbe3a4e8607e5da,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
214,duplicate_format,TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.txt,702,7a380e4be02d5dafb8310bdf71d04d16f76db318c64ba1421bbe3a4e8607e5da,TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,702,7a380e4be02d5dafb8310bdf71d04d16f76db318c64ba1421bbe3a4e8607e5da,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
215,duplicate_format,TEMPLATE__CATEGORY_INDEX__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/TEMPLATE__CATEGORY_INDEX__v1.0.md,533,9e2dd95665269a67e395843f6183c9660fa6911d7451a2edb90d89a1e6a3e430,TEMPLATE__CATEGORY_INDEX__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__CATEGORY_INDEX__v1.0.md,533,9e2dd95665269a67e395843f6183c9660fa6911d7451a2edb90d89a1e6a3e430,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
216,duplicate_format,TEMPLATE__CATEGORY_INDEX__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/TEMPLATE__CATEGORY_INDEX__v1.0.txt,533,9e2dd95665269a67e395843f6183c9660fa6911d7451a2edb90d89a1e6a3e430,TEMPLATE__CATEGORY_INDEX__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__CATEGORY_INDEX__v1.0.md,533,9e2dd95665269a67e395843f6183c9660fa6911d7451a2edb90d89a1e6a3e430,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
217,duplicate_format,TEMPLATE__DISPATCH_ENTRY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/TEMPLATE__DISPATCH_ENTRY__v1.0.md,639,b2e8bccc4dffa18deec3270a0f50eba321a9844293fa67916bd392d61fb1fc86,TEMPLATE__DISPATCH_ENTRY__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/TEMPLATE__DISPATCH_ENTRY__v1.0.txt,639,b2e8bccc4dffa18deec3270a0f50eba321a9844293fa67916bd392d61fb1fc86,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
218,duplicate_format,TEMPLATE__DOCUMENT_MAP__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/TEMPLATE__DOCUMENT_MAP__v1.0.md,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,TEMPLATE__DOCUMENT_MAP__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__DOCUMENT_MAP__v1.0.txt,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
219,duplicate_format,TEMPLATE__DOCUMENT_MAP__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/TEMPLATE__DOCUMENT_MAP__v1.0.txt,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,TEMPLATE__DOCUMENT_MAP__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__DOCUMENT_MAP__v1.0.txt,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
